Breed,Sterilized,Dewormed,Vaccinated,Health Status,Fur Length,Maturity Size,Gender,Type,Adopted,Age Bins,Videos,Photos,AdoptionSpeed,Primary Color,Secondary Color,Tertiary Color
Mixed Breed,Not Sure,Not Sure,Yes,Healthy,Medium,Medium,Male,Dog,No,"[3,6]",0,0,4,Brown,Cream,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Large,Male,Cat,Yes,"[60,255]",0,1,3,Golden,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,3,Black,Brown,White
Mixed Breed,No,Yes,No,Minor Injury,Small,Medium,Female,Dog,No,"[0,2]",0,5,4,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,1,4,Brown,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,2,Yellow,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,6,2,Brown,Yellow,Gray
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[6,12]",1,3,2,Black,Brown,White
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Male,Cat,Yes,"[0,2]",0,2,1,Black,Gray,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,2,Black,Brown,
Golden Retriever,No,Yes,Yes,Healthy,Long,Large,Male,Dog,Yes,"[24,60]",0,3,1,Golden,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Mixed,Dog,Yes,"[0,2]",0,1,0,Black,Brown,Cream
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",1,2,1,Black,White,
Shih Tzu,Yes,No,No,Healthy,Long,Small,Female,Dog,Yes,"[6,12]",0,11,1,Black,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[3,6]",0,5,4,Black,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[3,6]",0,5,2,Golden,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,4,1,Black,Brown,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Mixed,Dog,Yes,"[0,2]",0,2,2,Black,Brown,White
Bullmastiff,Not Sure,Not Sure,Not Sure,Healthy,Small,Large,Mixed,Dog,Yes,"[24,60]",0,2,1,Brown,,
Golden Retriever,No,Yes,Yes,Healthy,Medium,Large,Male,Dog,No,"[24,60]",0,5,4,Golden,Cream,
Domestic Medium Hair,No,Not Sure,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,6,2,Yellow,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,24,2,Brown,Golden,White
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,2,2,Cream,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,2,Golden,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,1,4,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,15,1,Black,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Medium,Mixed,Cat,Yes,"[3,6]",0,4,1,Yellow,Gray,White
Mixed Breed,Not Sure,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,2,2,Brown,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,2,Brown,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,No,"[0,2]",0,3,4,Black,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,6,2,Black,Gray,White
Domestic Medium Hair,No,No,No,Healthy,Medium,Large,Male,Cat,Yes,"[0,2]",0,4,1,Yellow,Cream,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Black,Brown,
Australian Kelpie,No,No,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,1,4,Black,White,
Russian Blue,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[6,12]",0,5,2,Gray,,
Labrador Retriever,No,No,No,Healthy,Small,Medium,Mixed,Dog,No,"[0,2]",0,5,4,Black,Brown,
Dachshund,No,No,No,Healthy,Small,Small,Male,Dog,Yes,"[24,60]",0,1,1,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,2,4,Black,Cream,
Mixed Breed,No,No,No,Healthy,Small,Small,Female,Dog,No,"[0,2]",0,1,4,White,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,No,"[24,60]",0,2,4,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,3,2,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,2,4,Black,Brown,
Mixed Breed,Not Sure,Yes,Yes,Healthy,Small,Small,Female,Dog,Yes,"[6,12]",0,5,3,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,13,1,Brown,Yellow,Cream
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,1,3,Black,,
Mixed Breed,Not Sure,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,2,4,Brown,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,3,4,Black,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,2,2,Black,Brown,Cream
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,1,4,Brown,Golden,
Beagle,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[60,255]",0,3,4,Black,Yellow,White
Golden Retriever,No,No,No,Healthy,Long,Medium,Mixed,Dog,Yes,"[0,2]",0,5,2,Black,White,
Mixed Breed,Yes,No,Yes,Healthy,Small,Small,Male,Dog,Yes,"[6,12]",0,14,2,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,1,4,Black,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,4,1,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,4,2,Brown,,
Mixed Breed,No,Yes,Not Sure,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,3,4,Brown,Gray,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,13,4,Black,Brown,White
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",1,5,3,Black,Brown,Gray
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,1,4,Golden,Cream,
Shih Tzu,No,Yes,Yes,Healthy,Long,Small,Female,Dog,Yes,"[24,60]",0,1,1,White,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,Yes,"[3,6]",0,5,0,Brown,,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Male,Cat,Yes,"[24,60]",0,2,3,Brown,Cream,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,2,4,Brown,,
German Shepherd Dog,No,Yes,Yes,Healthy,Long,Large,Male,Dog,Yes,"[12,24]",0,4,0,Black,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,4,2,Black,Brown,White
Doberman Pinscher,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,3,1,Black,Brown,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,4,2,Golden,Gray,White
Mixed Breed,No,Yes,Yes,Minor Injury,Small,Medium,Female,Dog,No,"[0,2]",0,4,4,Black,,
Domestic Short Hair,Not Sure,No,No,Healthy,Small,Medium,Mixed,Cat,No,"[0,2]",0,0,4,Black,Yellow,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,No,"[6,12]",0,1,4,Black,Brown,Cream
Bengal,No,No,No,Healthy,Medium,Medium,Male,Cat,No,"[3,6]",0,3,4,Brown,White,
Persian,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,5,3,Cream,White,
Domestic Short Hair,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,3,2,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Large,Male,Cat,Yes,"[6,12]",0,1,2,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Small,Male,Dog,No,"[6,12]",0,2,4,Brown,,
Siamese,No,No,No,Healthy,Medium,Small,Male,Cat,Yes,"[0,2]",0,1,2,Golden,Yellow,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,1,3,Black,Golden,Gray
Labrador Retriever,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",1,2,3,Brown,White,
Mixed Breed,No,Yes,Not Sure,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,7,2,Brown,,
Mixed Breed,Not Sure,Not Sure,Yes,Healthy,Small,Small,Mixed,Dog,Yes,"[0,2]",0,2,3,Black,Brown,White
Dalmatian,Not Sure,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,3,1,Black,White,
English Springer Spaniel,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,3,Brown,White,
Mixed Breed,No,No,No,Healthy,Small,Large,Mixed,Dog,Yes,"[0,2]",0,1,1,Black,Brown,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Large,Female,Cat,Yes,"[12,24]",0,4,1,Golden,White,
Basenji,Yes,Yes,Yes,Healthy,Medium,Large,Female,Dog,Yes,"[6,12]",0,7,3,Brown,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,6,3,Golden,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Mixed,Dog,Yes,"[3,6]",0,12,3,Brown,White,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,10,1,Black,Golden,Cream
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,2,4,Black,Brown,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[12,24]",0,6,4,Brown,White,
Mixed Breed,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,2,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,4,1,Black,Brown,
Papillon,Not Sure,Yes,Yes,Healthy,Medium,Small,Female,Dog,Yes,"[12,24]",0,4,2,White,,
Pug,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[6,12]",0,1,2,Black,Cream,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,5,2,Black,Brown,
Tabby,Yes,Yes,Yes,Healthy,Medium,xtra Large,Male,Cat,Yes,"[24,60]",0,5,3,Cream,,
Golden Retriever,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[12,24]",0,2,2,Brown,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,1,2,Cream,White,
Golden Retriever,No,Not Sure,Not Sure,Healthy,Medium,Large,Male,Dog,Yes,"[3,6]",0,1,1,Brown,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,5,4,Yellow,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,5,3,Yellow,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[0,2]",0,6,1,Black,Gray,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,1,4,Yellow,White,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,No,"[6,12]",0,4,4,Black,Cream,White
Maine Coon,No,Yes,Yes,Healthy,Long,Large,Mixed,Cat,Yes,"[0,2]",0,1,1,Black,Brown,Golden
Schnauzer,Yes,Yes,Yes,Healthy,Small,Small,Female,Dog,No,"[60,255]",0,0,4,Black,,
Beagle,Not Sure,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[24,60]",0,1,1,Black,Brown,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",1,8,2,Brown,Gray,White
Jack Russell Terrier,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[24,60]",0,1,2,Brown,White,
Mixed Breed,No,No,No,Healthy,Medium,Large,Mixed,Dog,Yes,"[0,2]",0,5,3,Black,Brown,Gray
Siamese,No,No,No,Healthy,Medium,Medium,Female,Cat,No,"[6,12]",0,1,4,Black,Cream,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,Yes,"[3,6]",0,3,2,Brown,,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[6,12]",0,3,3,Brown,Cream,
Shih Tzu,Yes,Yes,Yes,Healthy,Long,Small,Female,Dog,Yes,"[24,60]",0,2,2,Black,White,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,7,3,Brown,Cream,
Extra-Toes Cat (Hemingway Polydactyl),No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[3,6]",0,3,2,Black,Yellow,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,3,3,Cream,,
American Shorthair,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,2,1,Gray,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,1,2,White,,
Tortoiseshell,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[6,12]",0,6,4,Black,Brown,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,3,2,Golden,White,
Korat,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,5,2,Gray,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,5,2,Brown,Gray,White
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Male,Cat,No,"[3,6]",0,5,4,Black,White,
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,3,2,Black,White,
Nebelung,No,Yes,Yes,Healthy,Long,Medium,Female,Cat,No,"[6,12]",0,5,4,Black,,
Domestic Medium Hair,Not Sure,Yes,Not Sure,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,1,3,Gray,White,
Domestic Short Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,No,"[0,2]",0,3,4,Golden,Cream,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,2,3,Black,White,
Domestic Short Hair,No,No,No,Healthy,Medium,Small,Male,Cat,Yes,"[3,6]",0,4,2,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,No,"[0,2]",0,2,4,Black,Gray,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,16,4,Golden,,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,9,2,Brown,Cream,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Mixed,Cat,Yes,"[3,6]",0,5,3,Black,Brown,Gray
Bengal,Not Sure,Not Sure,Not Sure,Healthy,Medium,Small,Male,Cat,No,"[3,6]",0,4,4,Yellow,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[3,6]",0,2,3,Brown,Gray,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,1,2,Brown,Golden,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,7,4,Brown,White,
Domestic Medium Hair,Yes,Not Sure,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[24,60]",0,4,1,Cream,White,
Domestic Long Hair,No,No,No,Healthy,Long,Large,Mixed,Cat,No,"[0,2]",0,5,4,Black,Brown,
Labrador Retriever,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,4,2,Black,,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,2,4,Yellow,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Mixed,Dog,No,"[0,2]",0,3,4,Black,Brown,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,13,1,Golden,,
Domestic Medium Hair,No,No,Yes,Healthy,Medium,Medium,Female,Cat,No,"[12,24]",0,4,4,Black,Golden,White
Maine Coon,No,No,No,Healthy,Long,Small,Mixed,Cat,No,"[0,2]",0,0,4,Black,Cream,Gray
Mixed Breed,No,No,No,Healthy,Medium,Medium,Mixed,Dog,No,"[0,2]",0,0,4,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,4,1,White,,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Female,Cat,Yes,"[3,6]",0,1,0,Brown,Yellow,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,6,1,Black,Brown,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,1,1,Cream,White,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,1,4,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Medium,Small,Female,Cat,Yes,"[3,6]",0,4,2,Golden,Yellow,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Mixed,Dog,Yes,"[0,2]",0,5,3,Black,Brown,White
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Female,Cat,No,"[6,12]",0,4,4,Black,Brown,Yellow
Maine Coon,No,Yes,No,Healthy,Medium,Large,Male,Cat,No,"[12,24]",0,2,4,Black,,
Shih Tzu,Yes,Yes,Yes,Healthy,Long,Small,Male,Dog,Yes,"[24,60]",0,3,1,Brown,Cream,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,1,Brown,Cream,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,3,1,Black,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Female,Cat,Yes,"[0,2]",0,1,3,Cream,White,
Rottweiler,Not Sure,Yes,Yes,Healthy,Medium,Large,Female,Dog,Yes,"[0,2]",0,2,1,Black,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,2,2,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,No,"[0,2]",0,0,4,Black,Yellow,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,4,3,Black,Yellow,White
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,4,4,Brown,Golden,Cream
Mixed Breed,Yes,No,No,Healthy,Medium,Medium,Female,Dog,No,"[12,24]",0,2,4,Black,Cream,
Domestic Short Hair,Yes,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[12,24]",0,5,3,Gray,White,
Oriental Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,1,1,Black,,
Siamese,No,No,No,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,5,2,Brown,Cream,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Mixed,Dog,Yes,"[0,2]",0,5,3,Brown,White,
Corgi,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,4,3,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,4,4,Black,Brown,
Bengal,No,Not Sure,No,Healthy,Long,Small,Mixed,Cat,Yes,"[0,2]",0,3,1,Black,Brown,Gray
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,2,Brown,,
Tabby,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[6,12]",0,5,2,Brown,Golden,Cream
American Shorthair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[3,6]",0,2,1,Gray,White,
Beagle,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[60,255]",0,7,3,Black,Brown,White
Mixed Breed,No,No,No,Healthy,Small,Large,Mixed,Dog,Yes,"[0,2]",0,5,3,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Small,Female,Dog,Yes,"[12,24]",0,4,3,Brown,,
Golden Retriever,No,Not Sure,Not Sure,Minor Injury,Medium,Large,Male,Dog,Yes,"[24,60]",0,6,3,Golden,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[12,24]",0,1,3,Yellow,Gray,White
Poodle,Yes,Not Sure,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,2,0,Cream,,
Mixed Breed,Not Sure,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",1,1,2,Black,Yellow,White
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Mixed,Dog,No,"[0,2]",0,2,4,Black,Yellow,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,4,0,Brown,White,
Mixed Breed,No,No,No,Healthy,Medium,Small,Female,Dog,Yes,"[0,2]",0,1,2,Yellow,White,
Persian,No,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Cat,Yes,"[24,60]",0,1,1,Golden,Yellow,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,Yes,"[12,24]",0,5,3,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,1,Brown,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,10,3,Cream,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,No,"[3,6]",0,2,4,Black,Brown,
Mixed Breed,No,No,Yes,Healthy,Medium,Medium,Female,Dog,No,"[24,60]",0,2,4,Black,Brown,
Domestic Short Hair,No,Yes,No,Healthy,Small,Large,Female,Cat,Yes,"[0,2]",0,2,2,Yellow,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,5,3,Brown,Golden,Yellow
Mixed Breed,No,No,No,Healthy,Medium,Small,Male,Dog,Yes,"[0,2]",0,5,1,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,5,3,Brown,,
Cocker Spaniel,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,1,2,Golden,Cream,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,3,1,Cream,,
Poodle,No,Not Sure,Not Sure,Healthy,Small,Small,Male,Dog,Yes,"[24,60]",0,1,1,Cream,White,
Persian,No,Yes,No,Healthy,Medium,Small,Female,Cat,Yes,"[3,6]",0,1,2,Black,Golden,
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Small,Female,Cat,Yes,"[3,6]",0,5,1,Golden,Yellow,
Tabby,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[24,60]",0,6,4,Brown,,
Domestic Short Hair,No,Yes,Not Sure,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,1,3,Golden,White,
Husky,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[12,24]",0,4,2,Black,Gray,White
Tabby,No,No,No,Healthy,Medium,Small,Female,Cat,No,"[6,12]",0,5,4,Golden,,
Calico,Yes,Yes,Yes,Healthy,Small,Medium,Mixed,Cat,Yes,"[24,60]",0,5,3,Black,Golden,Yellow
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,6,2,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,5,3,Brown,,
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Cat,Yes,"[6,12]",0,2,1,Black,White,
Labrador Retriever,No,Yes,Yes,Healthy,Small,Medium,Mixed,Dog,Yes,"[6,12]",0,7,3,Black,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Mixed,Dog,No,"[0,2]",0,1,4,Brown,Cream,White
Hound,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,1,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,1,2,Brown,,
Poodle,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,2,1,Cream,White,
Domestic Medium Hair,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,No,"[3,6]",0,1,4,Black,Yellow,White
Mixed Breed,No,Not Sure,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[6,12]",0,4,2,Black,Brown,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,No,"[3,6]",1,17,4,Black,Cream,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,3,1,Black,Brown,Gray
Tuxedo,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,1,1,Black,White,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Mixed,Cat,No,"[0,2]",0,5,4,Yellow,Cream,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,4,4,Brown,White,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,3,3,Brown,Cream,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,No,"[24,60]",0,1,4,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,3,4,Black,Brown,Golden
